규모,동수,조감도 이미지 파일경로,위치도 이미지 파일경로,전경 이미지 파일경로,위치,시공자,감리자,세대수,용적율,배치도 이미지 파일경로,설계자,구역명,건폐율,정비사업전문관리업체,사업주체,조합 추진위원회 연락처,구역면적,전화번호,추진현황 id,사업추진단계,조합원수,입출금공개건수
"2,248",2,http://dynamice.busan.go.kr/data/busi_ara/BARA_202203030200540110.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_202203080257224890.jpg,http://dynamice.busan.go.kr/data/busi_ara/,중앙대로1039번길 13 3층 302호,-,-,220,859.69,http://dynamice.busan.go.kr/data/busi_ara/BARA_202203030158264170.png,-,월성아파트 소규모재건축,53.88,-,,051-853-3391,2248,051-853-3391,BARA_0000000030058,조합설립인가,33,0
,2,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,부산광역시 해운대구 중동 1526-1번지 상가,미정,미정,0,0,http://dynamice.busan.go.kr/data/busi_ara/,미정,이진캐스빌 소규모재건축,0,미정,이진캐스빌,051-742-0951,5623.8,051-742-0951,BARA_0000000030129,건축심의 및 통합심의,0,0
,3,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,,미정,미정,256,998.51,http://dynamice.busan.go.kr/data/busi_ara/,(주)새누이엔지건축사사무소,일동대영아파트 소규모재건축,57.85,(주)테라지엔씨,일동대영아파트,051-808-5992,2884,051-808-5992,BARA_0000000030091,조합설립인가,123,0
"지하2,지상12~23층/연면적:30,560.65㎡",4,http://dynamice.busan.go.kr/data/busi_ara/BARA_202205110459258830.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202204251058196710.png,http://dynamice.busan.go.kr/data/busi_ara/,북구 덕천동 365-11번지 일원,-,-,231,239.60,http://dynamice.busan.go.kr/data/busi_ara/BARA_202205110459259470.jpg,수가디자인,일동파크맨션(소규모) 소규모재건축,23.45,세웅알앤씨,일동파크맨션 소규모재건축사업,051-336-9495,9016,051-336-9495,BARA_0000000030050,건축심의 및 통합심의,169,0
"지하2/지상35층, 연면적 239,607.4285㎡",13,http://dynamice.busan.go.kr/data/busi_ara/BARA_201611031128057680.JPG,http://dynamice.busan.go.kr/data/busi_ara/BARA_202208010947495980.JPG,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812191145524640.png,"하신중앙로 176, 3층",(주)두산건설,원종합엔지니어링,1643,246.27,http://dynamice.busan.go.kr/data/busi_ara/BARA_202208010947496110.jpg,상지,장림1 재개발,17.26,(株)韓國D&C,장림1 주택재개발 구역,051-263-1333,69774.7,051-263-1333,BARA_0000000000176,준공,227,174
,12,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/BARA_202411260944471260.png,http://dynamice.busan.go.kr/data/busi_ara/,,-,-,927,213.89,http://dynamice.busan.go.kr/data/busi_ara/,(주)도시플랜,장림동 현대아파트 재건축,13.31,-,장림동 현대아파트,0-0-0,51573,0-0-0,BARA_0000000030161,정비계획 수립 및 정비구역 지정,0,0
"지하6층/지상34층, 연면적 127,664㎡",8,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811070407383450.JPG,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811070407383390.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811070407383300.jpg,부산광역시 해운대구 해운대로61번길 72,미정,미정,938,284.88,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811070407383340.JPG,미정,재송2 재건축,20.5,(주)에스엔디앤씨,재송2 주택재건축,051-784-6979,33793.8,051-784-6979,BARA_0000000000030,착공,735,44
미정,미정,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812200528362980.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812200528362960.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812200528362900.jpg,재송동 1023번지 일원(재송삼익아파트),미정,미정,미정,240,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812200528362930.jpg,미정,재송4 재건축,미정,미정,미정,051-781-9589,"25,200㎡",051-781-9589,BARA_0000000000031,추진위원회 구성,0,0
미정,0,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812200536209000.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812200536208980.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812200536208850.jpg,부산광역시 해운대구 재반로118번길 71(재송그린아파트관리사무소),미정,미정,0,0,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812200536208950.jpg,미정,재송5 재건축,0,미정,재송5 주택재건축,051-781-1848,30400,051-781-1848,BARA_0000000000032,추진위원회 구성,0,0
"지하5층,지상35층/연면적 206,647㎡",17,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100420243310.JPG,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100419177810.bmp,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812280945151120.png,전포동 15-2번지 일원,디엘이엔씨(주),(주)천일건축엔지니어링,1401,274.48,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100420243270.JPG,한미종합건축사사무소,전포1-1 재개발,18.63,건인도시개발,전포1-1 재개발,051-808-6920,58141.2,051-808-6920,BARA_0000000000057,준공,463,27
"지하2,지상18층/연면적: 17,253.26㎡",2,http://dynamice.busan.go.kr/data/busi_ara/BARA_202211210952028680.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202204251104550680.png,http://dynamice.busan.go.kr/data/busi_ara/,"북구 만덕대로 155번길 40-11, 관리동 2층",-,-,129,0,http://dynamice.busan.go.kr/data/busi_ara/BARA_202211210952029270.jpg,수가디자인,정남아파트 주변 가로주택정비,0,세웅알앤씨,정남아파트주변 가로주택정비사업,051-913-2005,4682.6,051-913-2005,BARA_0000000030051,사업시행계획인가,129,0
"지하3-4층, 지상39층, 연면적 91,994㎡",5,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080833099440.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080833099410.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080833099210.jpg,조합해산,일동,(주)혜원까치종합건축사사무소,546,812.6,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080833099260.jpg,도건,좌천2 재개발,63.93,서진씨앤디,좌천2 도시환경정비구역,051-633-0082,7475.4,051-633-0082,BARA_0000000000156,준공,36,149
,3,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,부산시 동구 좌천동 227번지 일원,미정,미정,492,830.61,http://dynamice.busan.go.kr/data/busi_ara/,미정,좌천동 227번지일원 가로주택정비,67.91,미정,좌천동 227번지일원,051-440-4462,8150,051-440-4462,BARA_0000000030121,조합설립인가,60,0
"지하4층, 지상48층, 연면적 110,992.89㎡",2,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080919587310.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080919587290.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080919587210.jpg,,삼부토건,LH공사,0,850.00,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812090531430280.jpg,앙코르,좌천범일8지구 재개발,49.30,-,CMCD_0000000000475,051-647-2588,10936.1,051-647-2588,BARA_0000000000158,이전고시,0,0
"지하4층, 지상55~60층",8,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811070226028920.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811070226028800.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811070226028700.jpg,"부산광역시 동구 조방로17, 대웅빌딩2층","GS건설,현대엔지니어링",미정,1554,938.67,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811070226028770.jpg,(주)신도시엔지니어링종합건축사사무소,좌천범일통합2지구 재개발,59.63,(주)통일감정평가법인,좌천범일통합2 도시환경정비구역,051-639-9194,46610.5,051-639-9194,BARA_0000000000160,조합설립인가,574,79
"지하5층/지상49층, 연면적 334,447.3484㎡",8,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080823158970.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080823158930.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080823158670.jpg,부산광역시 동구 성남로 47-1 2층,두산건설,미정,2040,841.06,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080823158780.jpg,"상지,삼중",좌천범일통합3지구 재개발,34.14,우영SD,좌천범일통합3 도시환경정비구역,051-638-0071,44246.2,051-638-0071,BARA_0000000000159,준공,805,148
"지하2층/37층, 연면적 158,223㎡",9동,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812130954217720.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812130930283010.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812130930282870.jpg,사상구 주례동 809 일원,롯데건설,-,998세대(임대50),263.55%,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812130954217600.jpg,희담종합건축,주례2 재개발,12.05%,정림건축,주례2주택재개발정비사업조합,051-312-0166,"43,982",051-312-0166,BARA_0000000000229,준공,107,72
,3,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/BARA_202205021041173600.jpg,http://dynamice.busan.go.kr/data/busi_ara/,,-,-,231,268.42,http://dynamice.busan.go.kr/data/busi_ara/BARA_202205021041174150.jpg,-,주례동 54-9번지 일원 가로주택정비,36.97,-,주례동 54-9번지 일원,051-894-8820,8114,051-894-8820,BARA_0000000030077,조합설립인가,67,0
,6,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,"부산광역시 해운대구 중동 785-8번지, 1층",-,-,1149,260,http://dynamice.busan.go.kr/data/busi_ara/,-,중동5 재개발,19.46,-,중동5,051-747-9308,70607,051-747-9308,BARA_0000000030088,조합설립인가,877,0
,2,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,"부산광역시 연제구 고분로 136 (연산동, 진일아파트)",미선정,미선정,190,199.43,http://dynamice.busan.go.kr/data/busi_ara/,미선정,진일아파트 가로주택정비,32.45,미선정,진일아파트,051-0000-000,7088,051-0000-000,BARA_0000000030101,조합설립인가,146,0
-,3,http://dynamice.busan.go.kr/data/busi_ara/BARA_202409300455258810.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202410071005494900.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202410071005493860.jpg,"중앙대로 2128-12, 관리사무소",미정,미정,278,231.45,http://dynamice.busan.go.kr/data/busi_ara/BARA_202409300457501290.jpg,(주)영탑종합건축사사무소,청룡1 재건축,17.8,명인도시개발,청룡1주택재건축정비구역,051-991-8767,11969,051-991-8767,BARA_0000000000059,사업시행계획인가,197,8
-,3,http://dynamice.busan.go.kr/data/busi_ara/BARA_202210260134085080.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_202210260134085380.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812120130462160.png,청학동 135번지 일원,한화건설,-,534,292.96,http://dynamice.busan.go.kr/data/busi_ara/BARA_202210260134085740.png,리한건축사사무소,청학1 재건축,49.87,양산건설㈜,청학1 재건축정비구역,051-417-3942,20125,051-417-3942,BARA_0000000000287,관리처분계획,269,44
,10,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,,미선정,미선정,840,247,http://dynamice.busan.go.kr/data/busi_ara/,미선정,청학2 재개발,49.6,미선정,청학2,051-416-7002,42567,051-416-7002,BARA_0000000030118,조합설립인가,840,0
,10,http://dynamice.busan.go.kr/data/busi_ara/BARA_202311210357462700.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202311210357462840.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202311210357462580.jpg,,미선정,미선정,840,247,http://dynamice.busan.go.kr/data/busi_ara/BARA_202311210357462950.jpg,미선정,청학2 재개발,49.6,미선정,청학2,051-416-7002,42567,051-416-7002,BARA_0000000030119,조합설립인가,840,0
"지하3층, 지상28층, 연면적 69,001.1574㎡",7,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080648408750.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080648408720.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080648408240.jpg,조합해산,동부토건,(주)길종합건축사사무소이엔지,0,240.78,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080648408290.jpg,상지,초량1 재개발,21.77,경남디엔씨,초량1 도시환경정비구역,051-463-7277,22089,051-463-7277,BARA_0000000000165,준공,0,116
