"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-18 ~ 2025-08-17"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"537","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","16","법인","법인","2016","무민사로 13","-","직거래","-"
"538","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","55.2600","202506","27","7,107","15","법인","법인","2016","무민사로 13","-","직거래","-"
"539","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","55.2600","202506","27","7,107","15","법인","법인","2016","무민사로 13","-","직거래","-"
"540","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","15","법인","법인","2016","무민사로 13","-","직거래","-"
"541","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","14","법인","법인","2016","무민사로 13","-","직거래","-"
"542","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","58.8300","202506","27","7,581","14","법인","법인","2016","무민사로 13","-","직거래","-"
"543","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","55.2600","202506","27","7,107","14","법인","법인","2016","무민사로 13","-","직거래","-"
"544","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","14","법인","법인","2016","무민사로 13","-","직거래","-"
"545","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","13","법인","법인","2016","무민사로 13","-","직거래","-"
"546","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","55.2600","202506","27","7,107","13","법인","법인","2016","무민사로 13","-","직거래","-"
"547","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","13","법인","법인","2016","무민사로 13","-","직거래","-"
"548","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","12","법인","법인","2016","무민사로 13","-","직거래","-"
"549","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","58.8300","202506","27","7,581","12","법인","법인","2016","무민사로 13","-","직거래","-"
"550","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","58.8300","202506","27","7,581","12","법인","법인","2016","무민사로 13","-","직거래","-"
"551","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","55.2600","202506","27","7,107","12","법인","법인","2016","무민사로 13","-","직거래","-"
"552","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","12","법인","법인","2016","무민사로 13","-","직거래","-"
"553","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","11","법인","법인","2016","무민사로 13","-","직거래","-"
"554","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","58.8300","202506","27","7,581","11","법인","법인","2016","무민사로 13","-","직거래","-"
"555","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","58.8300","202506","27","7,581","11","법인","법인","2016","무민사로 13","-","직거래","-"
"556","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","55.2600","202506","27","7,107","11","법인","법인","2016","무민사로 13","-","직거래","-"
"557","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","11","법인","법인","2016","무민사로 13","-","직거래","-"
"558","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","10","법인","법인","2016","무민사로 13","-","직거래","-"
"559","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","58.8300","202506","27","7,581","10","법인","법인","2016","무민사로 13","-","직거래","-"
"560","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,060","10","법인","법인","2016","무민사로 13","-","직거래","-"
"561","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,013","8","법인","법인","2016","무민사로 13","-","직거래","-"
"562","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","58.8300","202506","27","7,487","8","법인","법인","2016","무민사로 13","-","직거래","-"
"563","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","55.2600","202506","27","7,060","8","법인","법인","2016","무민사로 13","-","직거래","-"
"564","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,013","7","법인","법인","2016","무민사로 13","-","직거래","-"
"565","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,013","6","법인","법인","2016","무민사로 13","-","직거래","-"
"566","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","58.8300","202506","27","7,487","6","법인","법인","2016","무민사로 13","-","직거래","-"
"567","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","58.8300","202506","27","7,487","6","법인","법인","2016","무민사로 13","-","직거래","-"
"568","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","55.2600","202506","27","7,060","6","법인","법인","2016","무민사로 13","-","직거래","-"
"569","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","7,013","6","법인","법인","2016","무민사로 13","-","직거래","-"
"570","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","6,918","5","법인","법인","2016","무민사로 13","-","직거래","-"
"571","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","55.2600","202506","27","6,965","4","법인","법인","2016","무민사로 13","-","직거래","-"
"572","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","58.8300","202506","27","7,439","4","법인","법인","2016","무민사로 13","-","직거래","-"
"573","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","55.2600","202506","27","6,965","4","법인","법인","2016","무민사로 13","-","직거래","-"
"574","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","6,918","3","법인","법인","2016","무민사로 13","-","직거래","-"
"575","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","55.2600","202506","27","6,965","3","법인","법인","2016","무민사로 13","-","직거래","-"
"576","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","54.9300","202506","27","6,871","2","법인","법인","2016","무민사로 13","-","직거래","-"
"577","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","58.8300","202506","27","7,344","2","법인","법인","2016","무민사로 13","-","직거래","-"
"578","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,345","18","법인","법인","2016","무민사로 13","-","직거래","-"
"579","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,345","18","법인","법인","2016","무민사로 13","-","직거래","-"
"580","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,345","18","법인","법인","2016","무민사로 13","-","직거래","-"
"581","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,345","18","법인","법인","2016","무민사로 13","-","직거래","-"
"582","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,345","17","법인","법인","2016","무민사로 13","-","직거래","-"
"583","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,345","17","법인","법인","2016","무민사로 13","-","직거래","-"
"584","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,345","17","법인","법인","2016","무민사로 13","-","직거래","-"
"585","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,345","17","법인","법인","2016","무민사로 13","-","직거래","-"
"586","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,345","17","법인","법인","2016","무민사로 13","-","직거래","-"
"587","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,345","17","법인","법인","2016","무민사로 13","-","직거래","-"
"588","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,345","17","법인","법인","2016","무민사로 13","-","직거래","-"
"589","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,345","17","법인","법인","2016","무민사로 13","-","직거래","-"
"590","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,302","16","법인","법인","2016","무민사로 13","-","직거래","-"
"591","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,302","16","법인","법인","2016","무민사로 13","-","직거래","-"
"592","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,302","16","법인","법인","2016","무민사로 13","-","직거래","-"
"593","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,302","15","법인","법인","2016","무민사로 13","-","직거래","-"
"594","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,302","15","법인","법인","2016","무민사로 13","-","직거래","-"
"595","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,302","15","법인","법인","2016","무민사로 13","-","직거래","-"
"596","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,302","15","법인","법인","2016","무민사로 13","-","직거래","-"
"597","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,302","15","법인","법인","2016","무민사로 13","-","직거래","-"
"598","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,302","14","법인","법인","2016","무민사로 13","-","직거래","-"
"599","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,302","14","법인","법인","2016","무민사로 13","-","직거래","-"
"600","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,302","14","법인","법인","2016","무민사로 13","-","직거래","-"
"601","부산광역시 남구 감만동","500-2","0500","0002","판테라오피스텔","29.2700","202506","27","4,302","14","법인","법인","2016","무민사로 13","-","직거래","-"
