"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-18 ~ 2025-08-17"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"1055","부산광역시 남구 감만동","3-445","0003","0445","동림(3-445)","65.4300","30.5850","202504","28","9,000","4","개인","개인","1991","양지골로 268","-","중개거래","부산 남구","25.06.27"
"1056","부산광역시 영도구 동삼동","325-25","0325","0025","영동주택","45.9450","25.2700","202504","28","8,700","1","개인","개인","1991","와치로167번길 38","-","직거래","-","25.05.15"
"1057","부산광역시 북구 구포동","1258-21","1258","0021","구포빌라","35.8800","20.0390","202504","27","3,200","4","개인","개인","1994","시랑로114번길 40","-","중개거래","부산 북구","25.05.12"
"1058","부산광역시 북구 구포동","432-6","0432","0006","서원하이츠","80.2500","28.4700","202504","27","17,000","6","개인","개인","1995","낙동대로1762번길 55","-","중개거래","부산 북구","25.07.22"
"1059","부산광역시 해운대구 반송동","259-85","0259","0085","현대빌라A동B동","60.0600","32.9640","202504","27","7,500","4","개인","개인","1996","반송순환로 188","-","중개거래","부산 해운대구","25.05.23"
"1060","부산광역시 해운대구 중동","971","0971","0000","한신빌리지","51.0300","54.8480","202504","26","58,000","1","개인","개인","1987","달맞이길62번길 7","-","중개거래","부산 해운대구","-"
"1061","부산광역시 수영구 광안동","155-6","0155","0006","트라움하우스13차","20.0100","14.5400","202504","26","22,500","4","개인","개인","2017","수영로594번길 76","-","중개거래","부산 남구","25.07.31"
"1062","부산광역시 서구 서대신동2가","293-3","0293","0003","디에스하우스","47.2000","17.7300","202504","26","18,000","3","개인","개인","2015","고운들로 156-35","-","중개거래","부산 서구","25.06.30"
"1063","부산광역시 수영구 광안동","155-6","0155","0006","트라움하우스13차","22.3800","16.2600","202504","26","23,500","3","개인","개인","2017","수영로594번길 76","-","중개거래","부산 남구","25.07.31"
"1064","부산광역시 사하구 장림동","60-36","0060","0036","화인빌리지","59.3400","114.2200","202504","25","5,800","2","개인","개인","1994","두송로 59","-","중개거래","부산 사하구","25.05.20"
"1065","부산광역시 남구 문현동","125-15","0125","0015","지엔팰리스","39.1000","23.2800","202504","25","12,550","2","개인","개인","2015","고동골로72번길 5","-","중개거래","부산 남구","25.05.28"
"1066","부산광역시 연제구 연산동","1026-4","1026","0004","시원드림타워","47.3800","21.0200","202504","25","14,850","5","개인","개인","2017","과정로287번길 51","-","중개거래","부산 부산진구","25.07.30"
"1067","부산광역시 수영구 광안동","135-1","0135","0001","월드하우스","15.5100","10.7069","202504","25","17,000","4","개인","개인","2018","광안로35번길 68","-","중개거래","부산 수영구, 부산 연제구","-"
"1068","부산광역시 금정구 남산동","988-15","0988","0015","(988-15)","55.3800","53.7750","202504","24","7,200","2","개인","개인","1987","남산로51번길 29","20250429","중개거래","부산 금정구","-"
"1069","부산광역시 서구 동대신동2가","100-10","0100","0010","(100-10)","58.0200","87.5000","202504","24","4,000","2","개인","개인","1976","망양로193번길 68","-","중개거래","부산 서구","25.04.28"
"1070","부산광역시 금정구 남산동","988-15","0988","0015","(988-15)","55.3800","53.7750","202504","24","7,200","2","개인","개인","1987","남산로51번길 29","-","중개거래","부산 금정구","25.06.26"
"1071","부산광역시 사상구 감전동","106-12","0106","0012","중앙빌라","58.9000","33.2300","202504","24","7,850","4","개인","개인","2000","사상로137번길 34","-","중개거래","부산 연제구","25.06.04"
"1072","부산광역시 북구 덕천동","428-28","0428","0028","엘리트빌","15.8400","10.0280","202504","24","7,800","2","개인","법인","2011","의성로127번길 39","-","중개거래","부산 연제구","25.04.30"
"1073","부산광역시 사하구 감천동","621-2","0621","0002","성해맨션(621-2)","50.4200","46.5900","202504","24","5,800","3","개인","개인","1984","감천로43번길 25-21","-","중개거래","부산 사하구","25.04.28"
"1074","부산광역시 사하구 괴정동","555-48","0555","0048","(555-48)","54.8100","41.1000","202504","24","12,000","2","개인","개인","1984","괴정로232번길 4","-","중개거래","부산 사하구","25.04.29"
"1075","부산광역시 남구 감만동","39-35","0039","0035","동남빌","43.0000","16.1250","202504","24","7,000","4","개인","개인","2005","석포로 50-7","20250526","중개거래","부산 남구","-"
"1076","부산광역시 남구 대연동","1576-108","1576","0108","린다스마트빌","48.4775","28.2675","202504","24","20,000","3","개인","개인","2017","진남로116번길 20","20250507","중개거래","부산 남구","-"
"1077","부산광역시 남구 대연동","1576-108","1576","0108","린다스마트빌","48.4775","28.2675","202504","24","20,000","3","개인","개인","2017","진남로116번길 20","-","중개거래","부산 남구","25.05.12"
"1078","부산광역시 남구 감만동","39-35","0039","0035","동남빌","43.0000","16.1250","202504","24","7,000","4","개인","개인","2005","석포로 50-7","-","중개거래","부산 남구","25.07.04"
"1079","부산광역시 수영구 광안동","155-4","0155","0004","제이엠글로리아","20.1100","14.7705","202504","24","18,500","5","개인","개인","2017","수영로588번길 69","-","중개거래","부산 수영구","25.07.24"
"1080","부산광역시 수영구 광안동","186-13","0186","0013","명성빌라트","23.2500","16.3547","202504","24","22,800","2","개인","개인","2017","광남로83번길 32-3","-","중개거래","부산 부산진구","25.05.20"
"1081","부산광역시 수영구 광안동","133-54","0133","0054","건왕J-파크3","18.0450","11.5130","202504","24","16,000","3","개인","법인","2017","수영로588번가길 28","-","중개거래","부산 동래구","25.05.23"
"1082","부산광역시 수영구 광안동","147-1","0147","0001","이지빌","21.8400","13.6490","202504","24","16,800","2","개인","개인","2011","광안로35번길 61","-","중개거래","부산 연제구","25.07.11"
"1083","부산광역시 서구 충무동3가","1-16","0001","0016","국제","52.3600","17.8000","202504","24","7,700","2","개인","개인","1978","충무시장길 54","-","직거래","-","25.06.26"
"1084","부산광역시 사상구 감전동","118-13","0118","0013","성대아트빌라","75.9800","42.4250","202504","23","11,500","4","개인","개인","1998","새벽시장로133번길 36","-","직거래","-","25.04.24"
"1085","부산광역시 금정구 청룡동","7-13","0007","0013","청룡협성엠파이어빌102","15.8400","12.5752","202504","23","2,500","2","개인","개인","2013","금정도서관로 5-20","-","중개거래","부산 금정구","25.06.05"
"1086","부산광역시 금정구 청룡동","50-21","0050","0021","청남빌라","73.2600","30.7200","202504","23","13,600","3","개인","개인","1996","금강로 749","-","중개거래","부산 금정구","25.06.11"
"1087","부산광역시 영도구 봉래동2가","84","0084","0000","청성아트","83.3000","29.8200","202504","23","17,900","4","개인","개인","2013","절영로7번길 15","-","중개거래","부산 영도구","25.07.21"
"1088","부산광역시 부산진구 가야동","408-9","0408","0009","성심","39.2800","13.6500","202504","23","5,000","4","개인","개인","2006","엄광로208번길 13","-","직거래","-","25.04.25"
"1089","부산광역시 사상구 덕포동","723-1","0723","0001","코아빌라","75.7200","42.2300","202504","23","11,000","4","개인","개인","2001","강선로12번길 17","-","중개거래","부산 사상구","25.07.21"
"1090","부산광역시 사상구 덕포동","723-1","0723","0001","코아빌라","75.7200","42.2300","202504","23","11,000","4","개인","개인","2001","강선로12번길 17","20250423","중개거래","부산 사상구","-"
"1091","부산광역시 북구 덕천동","428-28","0428","0028","엘리트빌","15.8400","10.0280","202504","23","8,700","3","개인","법인","2011","의성로127번길 39","-","중개거래","부산 연제구","25.04.29"
"1092","부산광역시 사하구 괴정동","386-26","0386","0026","종금하이츠빌라(386-26)","76.1600","51.3750","202504","23","17,000","1","개인","개인","1999","사리로 11","-","중개거래","부산 사하구","25.06.30"
"1093","부산광역시 영도구 동삼동","323-56","0323","0056","메종드빌","19.4400","10.4600","202504","22","5,000","3","개인","개인","2002","웃서발로 48-1","-","직거래","-","25.04.24"
"1094","부산광역시 연제구 연산동","1971-2","1971","0002","우진그린힐하우스","44.8300","27.6158","202504","22","19,500","2","개인","개인","2021","연수로115번길 8","-","중개거래","부산 연제구","25.04.23"
"1095","부산광역시 사하구 하단동","521-5","0521","0005","한라리치스파티움","84.2000","19.6316","202504","22","27,500","13","개인","개인","2016","낙동남로1361번길 12","-","중개거래","부산 사하구","25.05.20"
"1096","부산광역시 금정구 부곡동","331-32","0331","0032","우진더클래식102","62.5719","38.7000","202504","22","20,000","3","개인","개인","2015","동부곡로5번길 148-8","-","중개거래","울산 남구","25.07.16"
"1097","부산광역시 북구 구포동","1241-44","1241","0044","칠성빌라","62.3000","33.0300","202504","22","3,500","2","개인","개인","1996","시랑로175번길 26","-","중개거래","부산 북구","25.05.16"
"1098","부산광역시 사하구 장림동","328-12","0328","0012","신동","49.5900","52.4255","202504","22","5,200","2","개인","개인","1980","장림로184번길 22","-","중개거래","부산 사하구","25.04.29"
"1099","부산광역시 연제구 연산동","2121-2","2121","0002","더컴팩트","23.0100","5.9376","202504","22","7,000","12","개인","개인","2013","연수로 233","-","중개거래","부산 연제구","-"
"1100","부산광역시 해운대구 송정동","157-12","0157","0012","삼성하이츠-2","73.9050","45.8500","202504","22","14,000","4","개인","개인","2003","송정1로7번길 13","-","직거래","-","25.04.23"
"1101","부산광역시 동래구 안락동","469-22","0469","0022","한일","39.5700","39.5700","202504","22","6,111","1","개인","개인","1981","명장로 148","-","직거래","-","25.04.29"
"1102","부산광역시 북구 구포동","1258-5","1258","0005","동우그린빌라(1258-5)","58.6500","27.0790","202504","22","6,500","1","개인","개인","1994","시랑로132번길 43","-","중개거래","부산 북구","25.06.05"
"1103","부산광역시 동구 수정동","463-57","0463","0057","수정하늘꽃","60.2400","27.3984","202504","22","18,050","4","개인","개인","2016","진성로71번길 28","-","직거래","-","25.04.23"
"1104","부산광역시 사하구 하단동","521-5","0521","0005","한라리치스파티움","84.2000","3.9042","202504","22","27,500","13","개인","개인","2016","낙동남로1361번길 12","20250422","중개거래","부산 사하구","-"
"1105","부산광역시 기장군 장안읍 좌천리","67-1","0067","0001","보경아트VILL","60.5600","39.8100","202504","21","17,000","5","개인","개인","2016","장곡길 200","-","중개거래","부산 기장군","25.05.08"
"1106","부산광역시 중구 대청동4가","72-10","0072","0010","(72-10)","58.2600","52.8500","202504","21","5,000","2","개인","법인","1995","망양로332번길 4","-","중개거래","부산 부산진구","25.04.21"
"1107","부산광역시 중구 영주동","784-12","0784","0012","페로스빌","55.6400","22.3600","202504","21","9,500","1","개인","개인","2003","동영로 80","-","직거래","-","25.04.28"
"1108","부산광역시 연제구 연산동","1816-50","1816","0050","동주","39.7700","48.4408","202504","21","8,500","1","개인","개인","1981","금련로42번길 13","-","중개거래","부산 연제구","25.04.29"
"1109","부산광역시 사하구 다대동","930","0930","0000","대건","42.7500","44.6200","202504","21","9,200","3","개인","개인","1991","윤공단로 103","-","중개거래","부산 사하구","25.05.09"
"1110","부산광역시 남구 용호동","409-27","0409","0027","(409-27)","38.3500","32.8000","202504","21","5,800","2","개인","개인","1980","동명로118번길 34","-","중개거래","부산 남구","25.05.20"
"1111","부산광역시 부산진구 전포동","33-211","0033","0211","우람빌라2차","36.7700","11.7643","202504","21","11,000","1","개인","개인","2001","진남로435번길 13","-","직거래","-","25.04.21"
"1112","부산광역시 중구 보수동1가","59-30","0059","0030","(59-30)","59.9300","21.8050","202504","21","13,450","2","개인","개인","1995","법수길 28","-","직거래","-","25.05.23"
"1113","부산광역시 부산진구 개금동","171-22","0171","0022","유나베네스IV","22.7700","8.2391","202504","21","5,000","5","개인","개인","2013","냉정로 217-4","-","직거래","-","25.04.24"
"1114","부산광역시 부산진구 개금동","171-22","0171","0022","유나베네스IV","20.1600","7.2946","202504","21","4,400","5","개인","개인","2013","냉정로 217-4","-","직거래","-","25.04.24"
