"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-18 ~ 2025-08-17"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"1212","부산광역시 동구 수정동","8**","12m미만","47.00","전세","202506","22","5,000","0","","수정로","202506~202706","신규","-","","","단독다가구"
"1213","부산광역시 영도구 청학동","1**","12m미만","102.78","월세","202506","22","300","25","1990","청학동로","202506~202706","신규","-","","","단독다가구"
"1214","부산광역시 수영구 광안동","1**","8m미만","23.79","월세","202506","22","300","33","2010","수영로610번길","202506~202606","신규","-","","","단독다가구"
"1215","부산광역시 사상구 감전동","1**","12m미만","61.92","월세","202506","22","500","35","1976","새벽시장로64번길","202506~202706","신규","-","","","단독다가구"
"1216","부산광역시 강서구 명지동","3***","12m미만","60.00","월세","202506","22","3,000","45","2015","명지오션시티8로34번길","202506~202706","신규","-","","","단독다가구"
"1217","부산광역시 북구 구포동","1***","8m미만","48.31","월세","202506","22","100","35","1991","팽나무로42번길","202506~202606","신규","-","","","단독다가구"
"1218","부산광역시 강서구 신호동","2**","8m미만","28.00","월세","202506","22","50","36","2018","신호산단4로76번길","202506~202510","신규","-","","","단독다가구"
"1219","부산광역시 금정구 장전동","2**","12m미만","19.03","월세","202506","21","500","34","2011","부산대학로50번길","202506~202606","신규","-","","","단독다가구"
"1220","부산광역시 연제구 거제동","8*","8m미만","38.00","월세","202506","21","1,000","32","1989","교대로11번길","202507~202707","신규","-","","","단독다가구"
"1221","부산광역시 북구 덕천동","2**","25m미만","25.00","월세","202506","21","1,000","35","","덕천로","202506~202606","신규","-","","","단독다가구"
"1222","부산광역시 동래구 명장동","1**","12m미만","24.35","월세","202506","21","500","38","2011","안락로51번길","202507~202607","신규","-","","","단독다가구"
"1223","부산광역시 남구 감만동","4*","8m미만","70.65","월세","202506","21","2,000","45","1988","전선등로3번길","202506~202706","신규","-","","","단독다가구"
"1224","부산광역시 금정구 장전동","2**","8m미만","15.00","월세","202506","21","300","30","2018","금강로347번길","202506~202606","신규","-","","","단독다가구"
"1225","부산광역시 사상구 주례동","8*","8m미만","25.89","월세","202506","21","100","30","1992","주례로27번길","202506~202606","신규","-","","","단독다가구"
"1226","부산광역시 북구 화명동","1***","12m미만","28.00","월세","202506","21","500","30","1989","산성로12번길","202506~202706","신규","-","","","단독다가구"
"1227","부산광역시 남구 대연동","9**","8m미만","72.73","월세","202506","21","2,000","55","1974","유엔평화로28번길","202508~202708","신규","-","","","단독다가구"
"1228","부산광역시 강서구 명지동","3***","12m미만","91.54","월세","202506","21","5,000","55","2012","명지오션시티8로42번길","202508~202708","신규","-","","","단독다가구"
"1229","부산광역시 동래구 온천동","3**","8m미만","61.92","전세","202506","21","7,000","0","1989","차밭골로37번길","202507~202707","신규","-","","","단독다가구"
"1230","부산광역시 연제구 연산동","6**","8m미만","100.30","월세","202506","21","5,000","40","1975","월드컵대로92번길","202508~202708","신규","-","","","단독다가구"
"1231","부산광역시 수영구 망미동","4**","8m미만","167.52","전세","202506","21","4,000","0","1994","과정로73번길","202506~202706","신규","-","","","단독다가구"
"1232","부산광역시 영도구 신선동2가","1**","12m미만","62.70","월세","202506","21","0","23","1985","새천년길","202506~202606","신규","-","","","단독다가구"
"1233","부산광역시 수영구 수영동","4**","25m이상","57.59","월세","202506","21","500","60","1983","연수로","202506~202706","신규","-","","","단독다가구"
"1234","부산광역시 동구 범일동","9*","12m미만","20.00","월세","202506","21","300","37","2017","범곡로","202506~202512","신규","-","","","단독다가구"
"1235","부산광역시 중구 보수동1가","1**","8m미만","80.86","월세","202506","21","1,000","40","","책방골목길","202506~202706","신규","-","","","단독다가구"
"1236","부산광역시 금정구 장전동","1**","8m미만","15.00","월세","202506","21","500","38","2015","수림로75번길","202506~202606","신규","-","","","단독다가구"
"1237","부산광역시 사상구 덕포동","2*","8m미만","86.90","월세","202506","21","2,000","25","1990","덕상로64번길","202506~202706","신규","-","","","단독다가구"
"1238","부산광역시 영도구 동삼동","2**","8m미만","19.83","월세","202506","21","300","27","2011","동삼로68번길","202506~202606","신규","-","","","단독다가구"
"1239","부산광역시 강서구 화전동","5**","12m미만","33.00","월세","202506","21","200","30","2011","화전산단4로20번길","202506~202606","신규","-","","","단독다가구"
"1240","부산광역시 서구 부민동3가","6*","12m미만","84.43","월세","202506","21","3,000","45","1966","까치고개로197번길","202505~202705","신규","-","","","단독다가구"
"1241","부산광역시 북구 덕천동","2**","25m미만","25.00","월세","202506","21","2,000","30","2017","덕천로","202506~202606","신규","-","","","단독다가구"
"1242","부산광역시 강서구 신호동","2**","25m이상","26.92","월세","202506","21","200","35","2015","신호산단2로","202506~202606","신규","-","","","단독다가구"
"1243","부산광역시 동래구 칠산동","2**","12m미만","40.00","월세","202506","21","150","20","1991","충렬대로271번길","202506~202706","신규","-","","","단독다가구"
"1244","부산광역시 동래구 온천동","1***","25m미만","53.47","월세","202506","21","500","60","1977","석사북로","202506~202706","신규","-","","","단독다가구"
"1245","부산광역시 금정구 장전동","1**","8m미만","19.31","월세","202506","21","300","30","2011","수림로75번길","202506~202601","신규","-","","","단독다가구"
"1246","부산광역시 사상구 주례동","산5*","8m미만","18.00","월세","202506","21","200","36","2019","주례로34번길","202506~202606","신규","-","","","단독다가구"
"1247","부산광역시 부산진구 초읍동","2**","8m미만","37.00","월세","202506","21","1,000","30","1994","성지로83번길","202507~202707","신규","-","","","단독다가구"
"1248","부산광역시 동래구 안락동","4**","8m미만","40.95","월세","202506","21","2,000","25","1988","명안로45번길","202507~202707","신규","-","","","단독다가구"
"1249","부산광역시 남구 우암동","4*","8m미만","131.90","월세","202506","21","1,500","20","1987","유엔로38번길","202506~202706","신규","-","","","단독다가구"
"1250","부산광역시 기장군 기장읍 동부리","3**","12m미만","27.59","월세","202506","21","500","14","2014","차성동로126번길","202506~202606","신규","-","","","단독다가구"
"1251","부산광역시 기장군 기장읍 대라리","9*","12m미만","29.75","월세","202506","21","500","50","2020","차성남로89번길","202506~202606","신규","-","","","단독다가구"
"1252","부산광역시 기장군 정관읍 방곡리","3**","12m미만","56.10","월세","202506","21","500","55","2014","방곡로","202506~202606","신규","-","","","단독다가구"
"1253","부산광역시 기장군 정관읍 용수리","1***","25m미만","103.44","월세","202506","21","2,000","60","2012","가동길","202506~202706","신규","-","","","단독다가구"
"1254","부산광역시 기장군 기장읍 대라리","9**","12m미만","30.00","월세","202506","21","300","28","2011","차성서로101번길","202506~202606","신규","-","","","단독다가구"
"1255","부산광역시 기장군 장안읍 좌천리","1**","8m미만","28.40","월세","202506","20","200","37","2010","좌천4길","202506~202606","신규","-","","","단독다가구"
"1256","부산광역시 기장군 정관읍 매학리","7**","12m미만","45.00","월세","202506","20","1,000","48","","달산2길","202506~202606","신규","-","","","단독다가구"
"1257","부산광역시 사상구 감전동","1**","8m미만","144.45","월세","202506","20","400","25","1977","새벽로121번길","201802~203002","신규","-","","","단독다가구"
"1258","부산광역시 연제구 연산동","1***","8m미만","161.00","월세","202506","20","100","30","1984","대리로12번길","202506~202706","신규","-","","","단독다가구"
"1259","부산광역시 동구 범일동","1***","8m미만","182.34","전세","202506","20","10,000","0","1965","범곡남로16번길","202508~202708","신규","-","","","단독다가구"
"1260","부산광역시 금정구 서동","1**","8m미만","145.14","전세","202506","20","2,500","0","1976","서부로","202506~202706","신규","-","","","단독다가구"
"1261","부산광역시 강서구 신호동","2**","12m미만","56.10","월세","202506","20","500","57","2013","신호산단1로140번길","202506~202606","신규","-","","","단독다가구"
"1262","부산광역시 금정구 남산동","3**","25m미만","33.00","월세","202506","20","300","38","2019","남산로","202506~202606","신규","-","","","단독다가구"
"1263","부산광역시 동래구 사직동","8**","8m미만","66.08","월세","202506","20","9,000","20","1984","아시아드대로161번길","202507~202707","신규","-","","","단독다가구"
"1264","부산광역시 동래구 사직동","8**","8m미만","66.08","월세","202506","20","9,000","20","1984","아시아드대로161번길","202507~202707","신규","-","","","단독다가구"
"1265","부산광역시 동구 좌천동","8**","8m미만","66.00","월세","202506","20","1,500","23","1985","증산서로18번길","202506~202706","신규","-","","","단독다가구"
"1266","부산광역시 부산진구 가야동","6**","8m미만","120.79","월세","202506","20","1,000","35","1970","냉정로233번길","202506~202706","신규","-","","","단독다가구"
"1267","부산광역시 부산진구 가야동","*","8m미만","20.00","월세","202506","20","100","34","2010","엄광로337번길","202506~202606","신규","-","","","단독다가구"
"1268","부산광역시 영도구 신선동1가","2**","8m미만","57.42","월세","202506","20","200","15","","참샘길","202506~202706","신규","-","","","단독다가구"
"1269","부산광역시 수영구 망미동","8**","8m미만","70.41","전세","202506","20","13,000","0","1975","망미배산로","202507~202707","신규","-","","","단독다가구"
"1270","부산광역시 중구 동광동5가","3*","8m미만","43.20","월세","202506","20","200","20","1985","동광길","202507~202607","신규","-","","","단독다가구"
"1271","부산광역시 중구 보수동1가","6*","8m미만","50.00","월세","202506","20","400","35","","대청로53번길","202506~202606","신규","-","","","단독다가구"
